,AGE BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Population 18 to 24 years,,,,,Population 25 years and over,,,,,,,,,,,White alone,,,"White alone, not Hispanic or Latino",,,Black alone,,,American Indian or Alaska Native alone,,,Asian alone,,,Native Hawaiian and Other Pacific Islander alone,,,Some other race alone,,,Two or more races,,,Hispanic or Latino Origin,,
Label,,,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,High school graduate or higher,Bachelor's degree or higher,,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.3%,34.7%,45.3%,7.6%,(X),3.9%,9.0%,30.9%,20.8%,9.0%,16.3%,10.0%,87.1%,26.3%,,(X),88.5%,28.5%,(X),89.1%,28.8%,(X),85.1%,19.2%,(X),78.9%,18.7%,(X),87.6%,55.9%,(X),N,N,(X),51.7%,10.8%,(X),86.2%,32.8%,(X),61.3%,16.4%
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"592,415","74,598","191,794","251,646","74,377","4,192,414","189,100","263,650","1,133,810","830,315","310,574","900,767","564,198","3,739,664","1,464,965",,"3,128,125","2,857,185","1,143,837","2,730,255","2,573,115","1,079,449","527,826","444,583","106,102","10,001","7,299","2,419","240,220","221,653","161,693","1,516","1,332",529,"212,526","143,547","24,575","72,200","64,065","25,810","641,715","453,782","96,935"
,,"±3,394","±4,900","±7,422","±7,398","±4,219","±4,149","±8,664","±9,798","±16,631","±12,749","±8,087","±11,508","±10,456","±12,937","±13,336",,"±9,635","±12,448","±11,542","±1,742","±6,788","±11,673","±4,420","±6,664","±6,141","±1,612","±1,400",±906,"±3,249","±4,068","±4,491",±734,±640,±365,"±9,276","±8,326","±3,320","±5,033","±4,571","±2,920","±2,157","±8,190","±5,641"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.6%,32.4%,42.5%,12.6%,(X),4.5%,6.3%,27.0%,19.8%,7.4%,21.5%,13.5%,89.2%,34.9%,,(X),91.3%,36.6%,(X),94.2%,39.5%,(X),84.2%,20.1%,(X),73.0%,24.2%,(X),92.3%,67.3%,(X),87.9%,34.9%,(X),67.5%,11.6%,(X),88.7%,35.7%,(X),70.7%,15.1%
,,(X),±0.8,±1.2,±1.2,±0.7,(X),±0.2,±0.2,±0.4,±0.3,±0.2,±0.3,±0.2,±0.3,±0.3,,(X),±0.3,±0.4,(X),±0.2,±0.4,(X),±1.0,±1.1,(X),±7.3,±7.4,(X),±1.0,±1.7,(X),±11.7,±23.0,(X),±2.6,±1.5,(X),±2.4,±3.0,(X),±1.3,±0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"570,033","61,202","150,697","261,200","96,934","4,502,280","199,248","230,639","1,121,801","907,101","399,484","985,473","658,534","4,072,393","1,644,007",,"3,286,002","3,035,347","1,246,028","2,910,742","2,762,734","1,172,554","649,752","574,574","160,586","10,286","7,720","2,376","273,065","242,834","171,944","1,276","1,276",423,"209,507","143,653","32,011","72,392","66,989","30,639","614,601","441,629","113,968"
,,"±3,541","±5,083","±7,552","±8,214","±5,124","±4,904","±8,266","±8,137","±17,114","±15,725","±7,938","±13,320","±11,244","±12,054","±15,229",,"±8,693","±9,627","±11,765","±1,543","±6,067","±11,159","±4,482","±5,738","±6,662","±1,469","±1,297",±834,"±2,896","±3,874","±4,360",±583,±583,±382,"±8,197","±7,407","±4,003","±4,506","±4,144","±2,529","±1,986","±7,481","±5,955"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),10.7%,26.4%,45.8%,17.0%,(X),4.4%,5.1%,24.9%,20.1%,8.9%,21.9%,14.6%,90.5%,36.5%,,(X),92.4%,37.9%,(X),94.9%,40.3%,(X),88.4%,24.7%,(X),75.1%,23.1%,(X),88.9%,63.0%,(X),100.0%,33.2%,(X),68.6%,15.3%,(X),92.5%,42.3%,(X),71.9%,18.5%
,,(X),±0.9,±1.3,±1.4,±0.9,(X),±0.2,±0.2,±0.4,±0.3,±0.2,±0.3,±0.3,±0.2,±0.3,,(X),±0.3,±0.4,(X),±0.2,±0.4,(X),±0.8,±1.0,(X),±8.1,±7.6,(X),±1.0,±1.5,(X),±11.6,±25.7,(X),±2.0,±1.7,(X),±1.6,±3.2,(X),±1.1,±1.0
Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"662,783","93,856","235,436","262,282","71,209","4,502,015","162,057","306,026","1,526,825","896,654","397,627","777,771","435,055","4,033,932","1,212,826",,"3,843,248","3,481,823","1,050,610","3,692,360","3,369,378","1,021,750","395,797","347,099","76,495","13,195","10,709","1,450","101,424","85,765","59,907",N,N,N,"85,178","52,678","7,883","61,423","54,305","16,428","247,337","172,907","38,611"
,,"±4,869","±5,001","±7,748","±8,257","±5,502","±6,141","±7,749","±10,430","±16,944","±15,521","±9,854","±14,728","±10,775","±15,828","±17,885",,"±7,614","±14,466","±17,158","±2,225","±11,892","±15,995","±5,410","±6,692","±5,614","±2,259","±1,932",±634,"±3,144","±3,902","±4,469",N,N,N,"±7,105","±4,869","±1,779","±5,344","±5,250","±2,753","±3,196","±5,614","±3,568"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),14.2%,35.5%,39.6%,10.7%,(X),3.6%,6.8%,33.9%,19.9%,8.8%,17.3%,9.7%,89.6%,26.9%,,(X),90.6%,27.3%,(X),91.3%,27.7%,(X),87.7%,19.3%,(X),81.2%,11.0%,(X),84.6%,59.1%,(X),N,N,(X),61.8%,9.3%,(X),88.4%,26.7%,(X),69.9%,15.6%
,,(X),±0.7,±1.2,±1.2,±0.8,(X),±0.2,±0.2,±0.4,±0.3,±0.2,±0.3,±0.2,±0.3,±0.4,,(X),±0.3,±0.4,(X),±0.3,±0.4,(X),±1.1,±1.4,(X),±6.0,±4.5,(X),±2.7,±3.8,(X),N,N,(X),±3.8,±2.0,(X),±2.5,±3.6,(X),±2.0,±1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"339,191","54,968","130,103","124,208","29,912","2,174,011","83,764","157,183","777,020","417,779","168,165","370,748","199,352","1,933,064","570,100",,"1,860,023","1,673,421","495,162","1,784,880","1,618,694","480,728","183,357","158,935","31,162","5,776","4,712",837,"48,027","40,995","31,056",N,N,N,"46,237","28,546","4,594","29,833","25,847","7,289","127,562","87,603","20,218"
,,"±3,244","±3,947","±5,610","±5,901","±3,786","±5,100","±4,733","±6,939","±13,580","±9,663","±6,366","±10,325","±6,879","±9,765","±11,600",,"±4,753","±8,843","±10,465","±1,508","±7,793","±10,048","±3,561","±4,621","±3,568","±1,445","±1,314",±542,"±2,241","±2,745","±3,112",N,N,N,"±4,730","±3,519","±1,236","±3,380","±3,256","±1,865","±2,644","±3,706","±2,323"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),16.2%,38.4%,36.6%,8.8%,(X),3.9%,7.2%,35.7%,19.2%,7.7%,17.1%,9.2%,88.9%,26.2%,,(X),90.0%,26.6%,(X),90.7%,26.9%,(X),86.7%,17.0%,(X),81.6%,14.5%,(X),85.4%,64.7%,(X),N,N,(X),61.7%,9.9%,(X),86.6%,24.4%,(X),68.7%,15.8%
,,(X),±1.2,±1.6,±1.6,±1.1,(X),±0.2,±0.3,±0.6,±0.4,±0.3,±0.5,±0.3,±0.4,±0.5,,(X),±0.4,±0.5,(X),±0.4,±0.6,(X),±1.8,±1.8,(X),±7.9,±7.6,(X),±3.4,±5.0,(X),N,N,(X),±4.6,±2.5,(X),±3.8,±5.1,(X),±2.5,±1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"323,592","38,888","105,333","138,074","41,297","2,328,004","78,293","148,843","749,805","478,875","229,462","407,023","235,703","2,100,868","642,726",,"1,983,225","1,808,402","555,448","1,907,480","1,750,684","541,022","212,440","188,164","45,333","7,419","5,997",613,"53,397","44,770","28,851",N,N,N,"38,941","24,132","3,289","31,590","28,458","9,139","119,775","85,304","18,393"
,,"±3,228","±3,217","±5,109","±5,627","±3,684","±4,585","±4,959","±7,432","±9,350","±10,108","±6,937","±9,454","±8,404","±10,672","±10,847",,"±4,378","±9,169","±10,573","±1,059","±7,869","±9,936","±3,714","±4,378","±3,770","±1,509","±1,251",±375,"±2,191","±2,552","±2,523",N,N,N,"±3,834","±2,874","±1,132","±3,140","±3,014","±1,790","±2,512","±3,732","±2,138"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.0%,32.6%,42.7%,12.8%,(X),3.4%,6.4%,32.2%,20.6%,9.9%,17.5%,10.1%,90.2%,27.6%,,(X),91.2%,28.0%,(X),91.8%,28.4%,(X),88.6%,21.3%,(X),80.8%,8.3%,(X),83.8%,54.0%,(X),N,N,(X),62.0%,8.4%,(X),90.1%,28.9%,(X),71.2%,15.4%
,,(X),±1.0,±1.5,±1.7,±1.1,(X),±0.2,±0.3,±0.4,±0.4,±0.3,±0.4,±0.4,±0.4,±0.5,,(X),±0.4,±0.5,(X),±0.4,±0.5,(X),±1.2,±1.7,(X),±8.4,±5.2,(X),±3.1,±4.0,(X),N,N,(X),±5.0,±2.8,(X),±2.8,±4.6,(X),±2.7,±1.8
Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"310,236","32,235","91,070","155,502","31,429","2,123,004","57,894","98,587","658,822","433,870","251,578","420,199","202,054","1,966,523","622,253",,"1,950,864","1,826,229","576,133","1,877,984","1,776,895","566,289","72,382","60,078","10,764","7,678","6,297",641,"48,872","38,979","24,934",N,N,N,"17,543","11,337","2,472","24,563","22,722","7,129","94,822","64,035","13,097"
,,"±3,903","±3,225","±4,522","±5,663","±3,023","±4,325","±3,489","±5,523","±11,411","±6,805","±7,047","±8,221","±6,829","±7,173","±10,763",,"±3,820","±5,765","±10,044","±2,339","±4,895","±9,809","±2,605","±3,121","±1,843","±1,173","±1,059",±299,"±2,746","±2,912","±2,845",N,N,N,"±2,979","±2,060","±1,012","±3,332","±3,293","±1,689","±2,500","±3,027","±1,988"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),10.4%,29.4%,50.1%,10.1%,(X),2.7%,4.6%,31.0%,20.4%,11.9%,19.8%,9.5%,92.6%,29.3%,,(X),93.6%,29.5%,(X),94.6%,30.2%,(X),83.0%,14.9%,(X),82.0%,8.3%,(X),79.8%,51.0%,(X),N,N,(X),64.6%,14.1%,(X),92.5%,29.0%,(X),67.5%,13.8%
,,(X),±1.0,±1.4,±1.7,±1.0,(X),±0.2,±0.3,±0.5,±0.3,±0.3,±0.4,±0.3,±0.3,±0.5,,(X),±0.3,±0.5,(X),±0.2,±0.5,(X),±3.3,±2.6,(X),±6.9,±3.6,(X),±3.6,±4.4,(X),N,N,(X),±6.5,±5.1,(X),±3.4,±5.2,(X),±2.5,±2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"159,654","19,322","53,002","74,570","12,760","1,040,234","30,675","52,520","347,951","210,828","109,952","194,498","93,810","957,039","288,308",,"952,287","885,367","264,273","913,727","859,280","258,988","39,570","33,614","7,538","3,986","2,975",225,"23,269","18,548","12,168",N,N,N,"8,956","5,440",834,"11,636","10,724","3,270","49,606","32,770","6,470"
,,"±3,136","±2,487","±3,410","±3,920","±1,716","±4,102","±2,008","±3,643","±7,200","±5,681","±4,013","±6,785","±3,958","±4,931","±7,858",,"±2,576","±3,809","±7,180","±1,551","±3,088","±6,865","±2,239","±2,113","±1,548",±859,±669,±184,"±1,958","±1,962","±1,939",N,N,N,"±1,805","±1,241",±541,"±2,605","±2,484","±1,234","±2,011","±2,104","±1,368"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.1%,33.2%,46.7%,8.0%,(X),2.9%,5.0%,33.4%,20.3%,10.6%,18.7%,9.0%,92.0%,27.7%,,(X),93.0%,27.8%,(X),94.0%,28.3%,(X),84.9%,19.0%,(X),74.6%,5.6%,(X),79.7%,52.3%,(X),N,N,(X),60.7%,9.3%,(X),92.2%,28.1%,(X),66.1%,13.0%
,,(X),±1.5,±2.0,±2.3,±1.1,(X),±0.2,±0.3,±0.7,±0.5,±0.4,±0.6,±0.4,±0.4,±0.7,,(X),±0.3,±0.7,(X),±0.3,±0.7,(X),±3.9,±4.0,(X),±10.4,±4.4,(X),±4.4,±6.0,(X),N,N,(X),±7.8,±5.6,(X),±4.5,±7.6,(X),±3.0,±2.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"150,582","12,913","38,068","80,932","18,669","1,082,770","27,219","46,067","310,871","223,042","141,626","225,701","108,244","1,009,484","333,945",,"998,577","940,862","311,860","964,257","917,615","307,301","32,812","26,464","3,226","3,692","3,322",416,"25,603","20,431","12,766",N,N,N,"8,587","5,897","1,638","12,927","11,998","3,859","45,216","31,265","6,627"
,,"±2,439","±2,034","±2,791","±3,909","±2,205","±3,407","±2,925","±3,681","±7,658","±6,079","±5,173","±5,520","±4,357","±5,529","±7,060",,"±2,287","±4,241","±6,494","±1,218","±3,546","±6,290","±2,019","±2,367",±831,±931,±828,±278,"±2,041","±2,002","±1,881",N,N,N,"±1,673","±1,159",±634,"±2,045","±2,022","±1,151","±1,809","±2,158","±1,285"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),8.6%,25.3%,53.7%,12.4%,(X),2.5%,4.3%,28.7%,20.6%,13.1%,20.8%,10.0%,93.2%,30.8%,,(X),94.2%,31.2%,(X),95.2%,31.9%,(X),80.7%,9.8%,(X),90.0%,11.3%,(X),79.8%,49.9%,(X),N,N,(X),68.7%,19.1%,(X),92.8%,29.9%,(X),69.1%,14.7%
,,(X),±1.3,±1.8,±2.4,±1.5,(X),±0.3,±0.3,±0.7,±0.6,±0.5,±0.5,±0.4,±0.4,±0.6,,(X),±0.4,±0.6,(X),±0.3,±0.7,(X),±5.5,±2.5,(X),±7.4,±6.9,(X),±4.2,±5.4,(X),N,N,(X),±8.7,±6.3,(X),±3.6,±6.8,(X),±3.7,±2.7
Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"294,932","33,877","92,290","137,231","31,534","1,918,081","63,799","93,958","504,035","430,549","173,251","414,851","237,638","1,760,324","652,489",,"1,653,103","1,540,649","583,809","1,530,789","1,455,133","565,262","101,769","88,925","21,262","16,317","14,186","2,417","56,876","48,557","28,347",N,N,N,"46,958","28,628","4,713","41,525","37,846","11,433","177,719","121,553","25,086"
,,"±3,115","±3,056","±4,936","±5,577","±3,111","±3,470","±4,253","±5,105","±11,980","±8,041","±6,135","±8,710","±7,364","±7,063","±10,148",,"±5,216","±6,613","±9,625","±1,671","±4,422","±9,860","±2,606","±3,020","±2,487","±2,064","±2,016",±592,"±1,907","±2,122","±2,631",N,N,N,"±4,457","±3,307","±1,368","±3,375","±3,175","±1,883","±2,156","±4,332","±3,230"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),11.5%,31.3%,46.5%,10.7%,(X),3.3%,4.9%,26.3%,22.4%,9.0%,21.6%,12.4%,91.8%,34.0%,,(X),93.2%,35.3%,(X),95.1%,36.9%,(X),87.4%,20.9%,(X),86.9%,14.8%,(X),85.4%,49.8%,(X),N,N,(X),61.0%,10.0%,(X),91.1%,27.5%,(X),68.4%,14.1%
,,(X),±1.0,±1.7,±1.8,±1.1,(X),±0.2,±0.3,±0.6,±0.4,±0.3,±0.4,±0.4,±0.4,±0.5,,(X),±0.3,±0.6,(X),±0.3,±0.6,(X),±1.9,±2.4,(X),±4.6,±4.0,(X),±2.8,±4.4,(X),N,N,(X),±4.3,±2.7,(X),±2.3,±3.9,(X),±2.2,±1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"155,516","20,065","54,101","67,692","13,658","935,217","32,307","49,880","260,089","207,452","79,778","195,407","110,304","853,030","305,711",,"805,145","745,206","271,381","743,721","703,844","264,147","50,226","43,477","10,138","8,051","6,766","1,453","27,795","24,508","15,145",N,N,N,"24,591","15,438","2,295","18,989","17,215","5,125","90,398","60,108","10,194"
,,"±2,474","±2,066","±3,593","±3,867","±1,915","±3,925","±2,802","±3,213","±7,866","±5,537","±4,739","±6,439","±5,066","±5,460","±7,489",,"±3,080","±4,305","±7,023","±1,059","±3,206","±6,886","±1,879","±2,022","±1,547","±1,337","±1,158",±498,"±1,709","±1,825","±1,800",N,N,N,"±2,575","±2,268",±833,"±2,201","±1,993","±1,116","±1,802","±3,305","±1,561"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.9%,34.8%,43.5%,8.8%,(X),3.5%,5.3%,27.8%,22.2%,8.5%,20.9%,11.8%,91.2%,32.7%,,(X),92.6%,33.7%,(X),94.6%,35.5%,(X),86.6%,20.2%,(X),84.0%,18.0%,(X),88.2%,54.5%,(X),N,N,(X),62.8%,9.3%,(X),90.7%,27.0%,(X),66.5%,11.3%
,,(X),±1.3,±2.3,±2.3,±1.2,(X),±0.3,±0.3,±0.9,±0.6,±0.5,±0.7,±0.5,±0.4,±0.8,,(X),±0.5,±0.9,(X),±0.4,±0.9,(X),±2.1,±2.9,(X),±7.2,±6.0,(X),±3.1,±5.1,(X),N,N,(X),±5.9,±3.3,(X),±3.2,±5.5,(X),±3.0,±1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"139,416","13,812","38,189","69,539","17,876","982,864","31,492","44,078","243,946","223,097","93,473","219,444","127,334","907,294","346,778",,"847,958","795,443","312,428","787,068","751,289","301,115","51,543","45,448","11,124","8,266","7,420",964,"29,081","24,049","13,202",N,N,N,"22,367","13,190","2,418","22,536","20,631","6,308","87,321","61,445","14,892"
,,"±2,234","±1,991","±2,716","±3,071","±2,026","±3,407","±2,765","±3,882","±7,195","±6,077","±3,726","±5,149","±4,610","±5,188","±6,012",,"±3,233","±4,308","±5,677","±1,161","±3,171","±5,937","±1,946","±2,180","±1,778","±1,738","±1,749",±451,"±1,467","±1,697","±1,870",N,N,N,"±2,663","±1,837","±1,026","±2,341","±2,329","±1,345","±2,099","±2,556","±2,459"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),9.9%,27.4%,49.9%,12.8%,(X),3.2%,4.5%,24.8%,22.7%,9.5%,22.3%,13.0%,92.3%,35.3%,,(X),93.8%,36.8%,(X),95.5%,38.3%,(X),88.2%,21.6%,(X),89.8%,11.7%,(X),82.7%,45.4%,(X),N,N,(X),59.0%,10.8%,(X),91.5%,28.0%,(X),70.4%,17.1%
,,(X),±1.4,±1.9,±2.1,±1.4,(X),±0.3,±0.4,±0.7,±0.6,±0.4,±0.5,±0.5,±0.5,±0.6,,(X),±0.4,±0.7,(X),±0.4,±0.8,(X),±2.7,±3.2,(X),±4.5,±5.8,(X),±4.0,±5.8,(X),N,N,(X),±5.4,±4.2,(X),±2.9,±5.0,(X),±2.5,±2.8
Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"417,406","50,880","154,324","171,776","40,426","3,048,442","154,759","235,894","1,012,643","619,035","260,188","453,040","312,883","2,657,789","765,923",,"2,705,849","2,364,855","681,115","2,648,824","2,322,767","668,275","232,582","205,082","44,872","5,539","4,208",944,"47,711","41,078","27,318",N,N,N,"21,419","12,056","2,422","32,799","28,385","8,781","84,517","59,393","16,690"
,,"±4,327","±4,153","±5,838","±5,839","±3,677","±5,245","±6,843","±8,269","±12,436","±13,169","±7,964","±10,322","±8,539","±11,469","±13,294",,"±4,630","±10,426","±11,935","±2,791","±10,103","±11,756","±5,471","±5,421","±4,173","±1,366","±1,282",±501,"±2,508","±2,654","±2,144",N,N,N,"±2,566","±1,955",±862,"±3,436","±3,043","±1,810","±2,564","±2,996","±1,802"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.2%,37.0%,41.2%,9.7%,(X),5.1%,7.7%,33.2%,20.3%,8.5%,14.9%,10.3%,87.2%,25.1%,,(X),87.4%,25.2%,(X),87.7%,25.2%,(X),88.2%,19.3%,(X),76.0%,17.0%,(X),86.1%,57.3%,(X),N,N,(X),56.3%,11.3%,(X),86.5%,26.8%,(X),70.3%,19.7%
,,(X),±1.0,±1.3,±1.3,±0.9,(X),±0.2,±0.3,±0.4,±0.4,±0.3,±0.3,±0.3,±0.4,±0.4,,(X),±0.4,±0.4,(X),±0.4,±0.4,(X),±1.3,±1.7,(X),±11.9,±8.6,(X),±3.1,±4.2,(X),N,N,(X),±6.8,±4.1,(X),±4.1,±5.1,(X),±3.4,±2.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"214,700","30,124","90,022","79,883","14,671","1,468,976","82,751","124,901","525,573","288,595","97,986","220,641","128,529","1,261,324","349,170",,"1,303,975","1,122,161","309,921","1,273,038","1,099,672","303,711","113,723","99,428","20,144","2,765","1,827",641,"21,253","18,382","13,902",N,N,N,"10,852","5,549",790,"14,939","12,897","3,567","44,934","30,444","7,740"
,,"±3,422","±3,249","±4,541","±4,510","±2,233","±4,678","±4,738","±4,962","±9,951","±8,817","±4,527","±7,550","±4,842","±7,969","±8,264",,"±3,280","±7,048","±7,394","±1,800","±6,498","±7,388","±4,449","±3,984","±2,569",±894,±638,±429,"±1,492","±1,477","±1,340",N,N,N,"±1,656","±1,251",±520,"±2,269","±2,085",±979,"±2,413","±2,111","±1,459"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),14.0%,41.9%,37.2%,6.8%,(X),5.6%,8.5%,35.8%,19.6%,6.7%,15.0%,8.7%,85.9%,23.8%,,(X),86.1%,23.8%,(X),86.4%,23.9%,(X),87.4%,17.7%,(X),66.1%,23.2%,(X),86.5%,65.4%,(X),N,N,(X),51.1%,7.3%,(X),86.3%,23.9%,(X),67.8%,17.2%
,,(X),±1.5,±2.1,±2.0,±1.0,(X),±0.3,±0.3,±0.7,±0.6,±0.3,±0.5,±0.3,±0.5,±0.6,,(X),±0.5,±0.6,(X),±0.5,±0.6,(X),±2.2,±2.1,(X),±16.7,±13.5,(X),±4.1,±5.7,(X),N,N,(X),±8.8,±4.8,(X),±5.8,±6.5,(X),±4.6,±3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"202,706","20,756","64,302","91,893","25,755","1,579,466","72,008","110,993","487,070","330,440","162,202","232,399","184,354","1,396,465","416,753",,"1,401,874","1,242,694","371,194","1,375,786","1,223,095","364,564","118,859","105,654","24,728","2,774","2,381",303,"26,458","22,696","13,416",N,N,N,"10,567","6,507","1,632","17,860","15,488","5,214","39,583","28,949","8,950"
,,"±2,362","±2,467","±3,967","±4,438","±2,493","±3,615","±3,914","±5,385","±7,947","±8,664","±6,211","±6,448","±6,136","±6,643","±8,205",,"±2,561","±6,076","±7,665","±1,538","±6,038","±7,565","±3,033","±3,244","±2,885",±991,±978,±236,"±1,588","±1,750","±1,491",N,N,N,"±1,634","±1,212",±652,"±2,478","±2,154","±1,310","±1,798","±1,977","±1,337"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),10.2%,31.7%,45.3%,12.7%,(X),4.6%,7.0%,30.8%,20.9%,10.3%,14.7%,11.7%,88.4%,26.4%,,(X),88.6%,26.5%,(X),88.9%,26.5%,(X),88.9%,20.8%,(X),85.8%,10.9%,(X),85.8%,50.7%,(X),N,N,(X),61.6%,15.4%,(X),86.7%,29.2%,(X),73.1%,22.6%
,,(X),±1.2,±1.8,±2.2,±1.2,(X),±0.2,±0.3,±0.5,±0.5,±0.4,±0.4,±0.4,±0.4,±0.5,,(X),±0.4,±0.6,(X),±0.4,±0.6,(X),±1.6,±2.2,(X),±11.3,±8.9,(X),±3.6,±5.3,(X),N,N,(X),±9.2,±5.9,(X),±4.3,±6.2,(X),±3.2,±3.1
Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"423,707","66,931","148,611","172,021","36,144","3,140,201","138,644","302,200","1,066,026","646,746","202,310","503,947","280,328","2,699,357","784,275",,"2,036,883","1,796,567","577,730","1,938,051","1,722,650","559,317","948,531","778,698","161,778","18,751","14,763","3,109","54,463","45,422","24,952",N,N,N,"39,604","27,246","5,376","41,559","36,251","11,117","145,024","106,766","25,254"
,,"±5,664","±5,426","±7,725","±8,543","±4,088","±5,912","±7,551","±9,730","±20,767","±15,637","±7,135","±13,683","±9,439","±13,903","±15,489",,"±5,691","±10,361","±12,999","±3,067","±9,253","±12,789","±6,023","±8,436","±7,556","±1,950","±2,047","±1,223","±2,899","±3,596","±3,708",N,N,N,"±4,657","±3,854","±1,499","±4,464","±4,101","±2,079","±3,000","±4,700","±3,613"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),15.8%,35.1%,40.6%,8.5%,(X),4.4%,9.6%,33.9%,20.6%,6.4%,16.0%,8.9%,86.0%,25.0%,,(X),88.2%,28.4%,(X),88.9%,28.9%,(X),82.1%,17.1%,(X),78.7%,16.6%,(X),83.4%,45.8%,(X),N,N,(X),68.8%,13.6%,(X),87.2%,26.7%,(X),73.6%,17.4%
,,(X),±1.3,±1.7,±1.9,±1.0,(X),±0.2,±0.3,±0.7,±0.5,±0.2,±0.4,±0.3,±0.4,±0.5,,(X),±0.4,±0.6,(X),±0.4,±0.7,(X),±0.8,±0.8,(X),±5.2,±5.6,(X),±3.3,±5.9,(X),N,N,(X),±5.9,±3.7,(X),±2.8,±4.5,(X),±2.8,±2.5
