,AGE BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Population 18 to 24 years,,,,,Population 25 years and over,,,,,,,,,,,White alone,,,"White alone, not Hispanic or Latino",,,Black alone,,,American Indian or Alaska Native alone,,,Asian alone,,,Native Hawaiian and Other Pacific Islander alone,,,Some other race alone,,,Two or more races,,,Hispanic or Latino Origin,,
Label,,,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,High school graduate or higher,Bachelor's degree or higher,,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.3%,34.7%,45.3%,7.6%,(X),3.9%,9.0%,30.9%,20.8%,9.0%,16.3%,10.0%,87.1%,26.3%,,(X),88.5%,28.5%,(X),89.1%,28.8%,(X),85.1%,19.2%,(X),78.9%,18.7%,(X),87.6%,55.9%,(X),N,N,(X),51.7%,10.8%,(X),86.2%,32.8%,(X),61.3%,16.4%
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"473,210","59,844","166,144","202,646","44,576","3,563,204","132,646","283,032","1,015,260","725,158","352,549","656,496","398,063","3,147,526","1,054,559",,"2,483,427","2,256,431","843,737","2,396,696","2,193,273","825,092","899,954","755,058","157,571","13,884","10,732","2,624","58,659","51,547","30,136",N,N,N,"60,585","32,329","7,472","42,843","38,351","12,659","157,206","103,433","28,326"
,,"±5,751","±5,036","±6,398","±8,312","±5,025","±6,215","±6,708","±10,124","±14,727","±14,277","±9,077","±13,607","±10,391","±13,393","±14,749",,"±5,775","±11,097","±12,390","±2,496","±9,236","±12,239","±5,877","±8,280","±7,629","±1,934","±1,826","±1,011","±2,544","±2,754","±2,756",N,N,N,"±5,509","±3,716","±1,695","±4,645","±4,137","±2,042","±3,608","±4,356","±3,149"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.6%,35.1%,42.8%,9.4%,(X),3.7%,7.9%,28.5%,20.4%,9.9%,18.4%,11.2%,88.3%,29.6%,,(X),90.9%,34.0%,(X),91.5%,34.4%,(X),83.9%,17.5%,(X),77.3%,18.9%,(X),87.9%,51.4%,(X),N,N,(X),53.4%,12.3%,(X),89.5%,29.5%,(X),65.8%,18.0%
,,(X),±1.0,±1.3,±1.7,±1.0,(X),±0.2,±0.3,±0.4,±0.4,±0.3,±0.4,±0.3,±0.3,±0.4,,(X),±0.4,±0.5,(X),±0.4,±0.5,(X),±0.8,±0.9,(X),±7.9,±6.7,(X),±2.7,±3.9,(X),N,N,(X),±4.2,±2.5,(X),±3.0,±3.7,(X),±2.6,±2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"244,616","37,084","90,996","99,178","17,358","1,678,161","71,741","148,500","496,169","328,559","150,629","313,518","169,045","1,457,920","482,563",,"1,190,530","1,067,268","400,350","1,146,233","1,037,854","392,091","397,538","325,262","56,557","7,938","5,843","1,355","26,264","23,172","14,769",N,N,N,"33,421","16,808","4,003","20,567","17,980","5,169","82,791","50,122","12,967"
,,"±3,779","±4,086","±3,894","±4,627","±2,233","±4,460","±4,667","±7,622","±10,138","±9,957","±6,996","±9,260","±6,473","±9,632","±8,617",,"±3,696","±7,064","±7,766","±1,320","±6,141","±7,707","±3,747","±5,642","±4,697","±1,509","±1,328",±804,"±1,570","±1,834","±1,904",N,N,N,"±3,235","±2,417","±1,339","±2,881","±2,657","±1,170","±2,502","±3,062","±2,107"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),15.2%,37.2%,40.5%,7.1%,(X),4.3%,8.8%,29.6%,19.6%,9.0%,18.7%,10.1%,86.9%,28.8%,,(X),89.6%,33.6%,(X),90.5%,34.2%,(X),81.8%,14.2%,(X),73.6%,17.1%,(X),88.2%,56.2%,(X),N,N,(X),50.3%,12.0%,(X),87.4%,25.1%,(X),60.5%,15.7%
,,(X),±1.6,±1.5,±1.9,±0.9,(X),±0.3,±0.5,±0.6,±0.6,±0.4,±0.5,±0.4,±0.5,±0.5,,(X),±0.5,±0.6,(X),±0.5,±0.7,(X),±1.3,±1.2,(X),±12.5,±9.6,(X),±4.1,±5.7,(X),N,N,(X),±5.5,±3.6,(X),±4.8,±4.7,(X),±3.3,±2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"228,594","22,760","75,148","103,468","27,218","1,885,043","60,905","134,532","519,091","396,599","201,920","342,978","229,018","1,689,606","571,996",,"1,292,897","1,189,163","443,387","1,250,463","1,155,419","433,001","502,416","429,796","101,014","5,946","4,889","1,269","32,395","28,375","15,367",N,N,N,"27,164","15,521","3,469","22,276","20,371","7,490","74,415","53,311","15,359"
,,"±4,221","±2,541","±4,607","±5,705","±3,756","±4,301","±4,826","±6,926","±10,891","±10,194","±6,796","±8,299","±7,617","±9,479","±10,295",,"±3,316","±6,827","±9,225","±1,862","±5,758","±8,821","±3,916","±5,984","±5,028","±1,176","±1,104",±595,"±1,788","±1,911","±1,698",N,N,N,"±3,201","±2,367","±1,029","±2,894","±2,437","±1,518","±2,146","±2,917","±2,111"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),10.0%,32.9%,45.3%,11.9%,(X),3.2%,7.1%,27.5%,21.0%,10.7%,18.2%,12.1%,89.6%,30.3%,,(X),92.0%,34.3%,(X),92.4%,34.6%,(X),85.5%,20.1%,(X),82.2%,21.3%,(X),87.6%,47.4%,(X),N,N,(X),57.1%,12.8%,(X),91.4%,33.6%,(X),71.6%,20.6%
,,(X),±1.1,±1.9,±2.4,±1.6,(X),±0.3,±0.4,±0.6,±0.5,±0.4,±0.4,±0.4,±0.5,±0.5,,(X),±0.5,±0.7,(X),±0.4,±0.7,(X),±1.0,±1.0,(X),±6.7,±8.1,(X),±2.6,±4.7,(X),N,N,(X),±6.3,±3.9,(X),±3.2,±5.5,(X),±3.6,±2.8
South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"81,361","11,216","27,882","33,736","8,527","588,029","16,462","29,832","176,644","120,476","69,831","121,231","53,553","541,735","174,784",,"516,050","484,790","162,367","505,241","475,999","159,793","11,679","9,009","2,206","38,100","30,473","3,366","7,098","5,757","3,029",N,N,N,"3,771","2,682","1,283","9,997","8,843","2,419","16,720","13,509","4,271"
,,"±2,278","±1,944","±2,797","±2,558","±1,611","±2,632","±2,288","±3,256","±5,921","±5,241","±3,731","±5,603","±4,055","±4,524","±7,295",,"±1,469","±3,557","±6,825",±771,"±3,105","±6,687","±1,410","±1,700",±816,"±2,154","±2,083",±770,"±1,409","±1,393",±986,N,N,N,±962,±947,±616,"±1,974","±1,740",±812,"±1,588","±1,761","±1,272"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),13.8%,34.3%,41.5%,10.5%,(X),2.8%,5.1%,30.0%,20.5%,11.9%,20.6%,9.1%,92.1%,29.7%,,(X),93.9%,31.5%,(X),94.2%,31.6%,(X),77.1%,18.9%,(X),80.0%,8.8%,(X),81.1%,42.7%,(X),N,N,(X),71.1%,34.0%,(X),88.5%,24.2%,(X),80.8%,25.5%
,,(X),±2.3,±3.3,±3.1,±2.0,(X),±0.4,±0.5,±1.0,±0.9,±0.6,±0.9,±0.7,±0.7,±1.2,,(X),±0.6,±1.3,(X),±0.6,±1.3,(X),±11.3,±6.7,(X),±2.4,±2.0,(X),±9.6,±10.9,(X),N,N,(X),±14.6,±13.1,(X),±6.8,±6.9,(X),±6.5,±6.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"42,660","6,190","15,416","17,360","3,694","293,272","9,316","16,728","93,409","57,884","32,441","59,698","23,796","267,228","83,494",,"256,446","238,476","77,239","251,189","234,135","75,728","7,261","5,865","1,287","18,593","14,603","1,629","2,826","2,528","1,396",N,N,N,"2,040","1,299",550,"5,341","4,281","1,279","8,329","6,605","2,319"
,,"±1,618","±1,048","±1,892","±1,676",±900,"±2,245","±1,471","±2,349","±4,149","±3,481","±2,633","±3,388","±2,665","±3,381","±4,421",,"±1,058","±2,589","±4,332",±623,"±2,399","±4,310","±1,357","±1,236",±563,"±1,550","±1,567",±497,±633,±644,±503,N,N,N,±763,±625,±456,"±1,333","±1,167",±616,"±1,432","±1,467",±937
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),14.5%,36.1%,40.7%,8.7%,(X),3.2%,5.7%,31.9%,19.7%,11.1%,20.4%,8.1%,91.1%,28.5%,,(X),93.0%,30.1%,(X),93.2%,30.1%,(X),80.8%,17.7%,(X),78.5%,8.8%,(X),89.5%,49.4%,(X),N,N,(X),63.7%,27.0%,(X),80.2%,23.9%,(X),79.3%,27.8%
,,(X),±2.4,±4.0,±3.9,±2.1,(X),±0.5,±0.8,±1.4,±1.2,±0.9,±1.2,±0.9,±1.0,±1.5,,(X),±0.9,±1.7,(X),±0.9,±1.7,(X),±12.5,±7.4,(X),±4.4,±2.6,(X),±6.6,±13.5,(X),N,N,(X),±16.9,±16.4,(X),±12.4,±9.3,(X),±7.7,±9.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"38,701","5,026","12,466","16,376","4,833","294,757","7,146","13,104","83,235","62,592","37,390","61,533","29,757","274,507","91,290",,"259,604","246,314","85,128","254,052","241,864","84,065","4,418","3,144",919,"19,507","15,870","1,737","4,272","3,229","1,633",N,N,N,"1,731","1,383",733,"4,656","4,562","1,140","8,391","6,904","1,952"
,,"±1,625","±1,460","±1,912","±1,601","±1,172","±2,169","±1,364","±1,893","±3,497","±3,725","±2,488","±3,277","±2,652","±3,120","±4,124",,"±1,045","±1,853","±3,670",±482,"±1,693","±3,600",±846,±999,±664,"±1,334","±1,346",±597,"±1,004",±964,±655,N,N,N,±675,±653,±428,"±1,285","±1,301",±500,"±1,157","±1,189",±757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),13.0%,32.2%,42.3%,12.5%,(X),2.4%,4.4%,28.2%,21.2%,12.7%,20.9%,10.1%,93.1%,31.0%,,(X),94.9%,32.8%,(X),95.2%,33.1%,(X),71.2%,20.8%,(X),81.4%,8.9%,(X),75.6%,38.2%,(X),N,N,(X),79.9%,42.3%,(X),98.0%,24.5%,(X),82.3%,23.3%
,,(X),±3.6,±4.6,±4.2,±3.0,(X),±0.5,±0.6,±1.2,±1.2,±0.8,±1.1,±0.9,±0.8,±1.4,,(X),±0.7,±1.4,(X),±0.6,±1.4,(X),±13.9,±12.9,(X),±4.1,±3.0,(X),±13.0,±13.2,(X),N,N,(X),±15.3,±19.1,(X),±3.2,±9.5,(X),±7.5,±8.5
Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"624,460","67,988","216,695","268,300","71,477","4,693,962","202,493","360,324","1,480,753","953,282","348,886","845,100","503,124","4,131,145","1,348,224",,"3,744,336","3,320,852","1,113,589","3,613,025","3,235,574","1,088,519","737,044","642,620","160,047","14,977","11,680","2,322","87,030","74,763","45,438",N,N,N,"52,512","29,835","8,721","56,291","49,718","17,580","188,951","119,183","34,989"
,,"±5,715","±5,356","±7,785","±7,980","±5,222","±7,052","±8,986","±12,019","±19,015","±15,084","±9,969","±15,296","±12,230","±15,409","±17,428",,"±5,847","±13,730","±16,651","±2,610","±12,391","±15,685","±5,724","±7,664","±8,072","±2,080","±1,827",±874,"±3,274","±3,485","±3,059",N,N,N,"±5,132","±3,332","±1,777","±4,574","±4,585","±2,343","±3,428","±4,952","±3,716"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),10.9%,34.7%,43.0%,11.4%,(X),4.3%,7.7%,31.5%,20.3%,7.4%,18.0%,10.7%,88.0%,28.7%,,(X),88.7%,29.7%,(X),89.6%,30.1%,(X),87.2%,21.7%,(X),78.0%,15.5%,(X),85.9%,52.2%,(X),N,N,(X),56.8%,16.6%,(X),88.3%,31.2%,(X),63.1%,18.5%
,,(X),±0.8,±1.2,±1.3,±0.8,(X),±0.2,±0.3,±0.4,±0.3,±0.2,±0.3,±0.3,±0.3,±0.4,,(X),±0.3,±0.4,(X),±0.3,±0.4,(X),±0.8,±1.1,(X),±7.3,±5.6,(X),±2.8,±3.0,(X),N,N,(X),±4.5,±3.1,(X),±2.5,±3.8,(X),±2.3,±1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"316,085","38,935","126,779","123,082","27,289","2,238,460","104,982","189,922","735,374","451,148","144,599","387,959","224,476","1,943,556","612,435",,"1,803,677","1,580,256","521,331","1,735,997","1,538,864","510,168","332,503","282,781","56,629","7,867","6,455","1,128","38,501","33,330","21,139",N,N,N,"28,214","15,830","4,134","27,058","24,264","7,923","98,748","59,452","16,434"
,,"±3,695","±4,025","±5,626","±6,025","±3,101","±5,840","±6,262","±7,885","±13,300","±11,700","±7,187","±10,292","±8,214","±11,173","±10,978",,"±4,269","±9,503","±10,144","±1,673","±8,488","±9,778","±4,375","±5,361","±4,998","±1,576","±1,393",±567,"±2,186","±2,347","±1,988",N,N,N,"±3,120","±2,508","±1,146","±3,213","±3,122","±1,961","±2,930","±2,998","±2,355"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.3%,40.1%,38.9%,8.6%,(X),4.7%,8.5%,32.9%,20.2%,6.5%,17.3%,10.0%,86.8%,27.4%,,(X),87.6%,28.9%,(X),88.6%,29.4%,(X),85.0%,17.0%,(X),82.1%,14.3%,(X),86.6%,54.9%,(X),N,N,(X),56.1%,14.7%,(X),89.7%,29.3%,(X),60.2%,16.6%
,,(X),±1.2,±1.7,±1.9,±1.0,(X),±0.3,±0.4,±0.6,±0.5,±0.3,±0.5,±0.4,±0.4,±0.5,,(X),±0.5,±0.6,(X),±0.5,±0.6,(X),±1.2,±1.5,(X),±7.8,±7.1,(X),±3.5,±4.4,(X),N,N,(X),±5.6,±3.6,(X),±3.0,±6.1,(X),±2.7,±2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"308,375","29,053","89,916","145,218","44,188","2,455,502","97,511","170,402","745,379","502,134","204,287","457,141","278,648","2,187,589","735,789",,"1,940,659","1,740,596","592,258","1,877,028","1,696,710","578,351","404,541","359,839","103,418","7,110","5,225","1,194","48,529","41,433","24,299",N,N,N,"24,298","14,005","4,587","29,233","25,454","9,657","90,203","59,731","18,555"
,,"±3,916","±3,418","±5,155","±5,382","±3,588","±4,609","±5,408","±7,056","±11,468","±10,227","±7,545","±10,713","±7,315","±9,188","±10,573",,"±3,720","±8,330","±10,047","±1,858","±7,586","±9,522","±3,642","±4,620","±5,590","±1,546","±1,444",±581,"±2,378","±2,472","±2,109",N,N,N,"±3,093","±2,002","±1,414","±3,186","±2,983","±1,636","±2,412","±3,387","±2,498"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),9.4%,29.2%,47.1%,14.3%,(X),4.0%,6.9%,30.4%,20.4%,8.3%,18.6%,11.3%,89.1%,30.0%,,(X),89.7%,30.5%,(X),90.4%,30.8%,(X),88.9%,25.6%,(X),73.5%,16.8%,(X),85.4%,50.1%,(X),N,N,(X),57.6%,18.9%,(X),87.1%,33.0%,(X),66.2%,20.6%
,,(X),±1.1,±1.6,±1.7,±1.2,(X),±0.2,±0.3,±0.5,±0.4,±0.3,±0.4,±0.3,±0.3,±0.4,,(X),±0.4,±0.5,(X),±0.4,±0.5,(X),±1.0,±1.4,(X),±12.8,±7.6,(X),±3.3,±3.7,(X),N,N,(X),±6.3,±5.1,(X),±3.7,±4.9,(X),±3.0,±2.6
Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2,826,700","392,086","977,096","1,189,979","267,539","18,772,550","1,436,483","1,445,905","4,734,422","3,976,607","1,402,600","3,750,797","2,025,736","15,890,162","5,776,533",,"13,971,984","11,849,176","4,300,488","8,669,915","8,185,175","3,418,965","2,289,499","2,087,880","588,132","98,802","83,245","23,685","1,008,252","901,376","610,703","16,349","14,531","3,633","1,030,092","638,279","130,312","357,572","315,675","119,580","6,538,918","4,465,125","1,055,087"
,,"±9,587","±14,600","±20,814","±20,940","±11,949","±10,843","±26,090","±23,749","±47,856","±39,263","±25,106","±35,494","±29,709","±37,398","±43,194",,"±28,235","±37,549","±35,848","±5,710","±14,469","±28,896","±11,400","±11,598","±17,526","±6,346","±5,568","±2,961","±7,671","±9,194","±12,751","±2,098","±1,902","±1,010","±27,668","±22,851","±9,079","±14,131","±12,859","±6,243","±6,105","±30,697","±21,738"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),13.9%,34.6%,42.1%,9.5%,(X),7.7%,7.7%,25.2%,21.2%,7.5%,20.0%,10.8%,84.6%,30.8%,,(X),84.8%,30.8%,(X),94.4%,39.4%,(X),91.2%,25.7%,(X),84.3%,24.0%,(X),89.4%,60.6%,(X),88.9%,22.2%,(X),62.0%,12.7%,(X),88.3%,33.4%,(X),68.3%,16.1%
,,(X),±0.5,±0.7,±0.7,±0.4,(X),±0.1,±0.1,±0.3,±0.2,±0.1,±0.2,±0.2,±0.2,±0.2,,(X),±0.2,±0.2,(X),±0.2,±0.3,(X),±0.4,±0.7,(X),±2.3,±2.7,(X),±0.7,±1.3,(X),±5.0,±5.4,(X),±1.3,±0.8,(X),±1.2,±1.6,(X),±0.5,±0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1,453,253","222,906","552,752","563,762","113,833","9,165,437","724,394","733,467","2,382,325","1,903,611","637,094","1,781,441","1,003,105","7,707,576","2,784,546",,"6,854,003","5,781,260","2,096,380","4,236,967","3,992,786","1,694,584","1,070,836","970,364","252,420","47,528","39,375","11,571","478,826","434,397","306,985","7,634","6,531","1,323","530,882","321,059","59,317","175,728","154,590","56,550","3,251,951","2,189,798","481,537"
,,"±7,375","±10,291","±14,493","±14,170","±7,963","±10,306","±19,162","±16,456","±31,477","±24,368","±14,805","±21,562","±19,003","±25,288","±27,895",,"±17,712","±23,901","±22,688","±4,119","±8,822","±17,596","±7,722","±8,974","±9,719","±3,829","±3,501","±2,028","±4,916","±5,622","±7,777","±1,450","±1,207",±612,"±17,113","±14,587","±5,612","±9,445","±8,374","±4,571","±4,858","±21,167","±13,933"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),15.3%,38.0%,38.8%,7.8%,(X),7.9%,8.0%,26.0%,20.8%,7.0%,19.4%,10.9%,84.1%,30.4%,,(X),84.3%,30.6%,(X),94.2%,40.0%,(X),90.6%,23.6%,(X),82.8%,24.3%,(X),90.7%,64.1%,(X),85.6%,17.3%,(X),60.5%,11.2%,(X),88.0%,32.2%,(X),67.3%,14.8%
,,(X),±0.7,±1.0,±1.0,±0.6,(X),±0.2,±0.2,±0.3,±0.3,±0.2,±0.2,±0.2,±0.3,±0.3,,(X),±0.3,±0.3,(X),±0.2,±0.4,(X),±0.5,±0.9,(X),±3.2,±3.9,(X),±0.9,±1.6,(X),±7.2,±7.3,(X),±1.6,±0.9,(X),±1.8,±2.2,(X),±0.6,±0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1,373,447","169,180","424,344","626,217","153,706","9,607,113","712,089","712,438","2,352,097","2,072,996","765,506","1,969,356","1,022,631","8,182,586","2,991,987",,"7,117,981","6,067,916","2,204,108","4,432,948","4,192,389","1,724,381","1,218,663","1,117,516","335,712","51,274","43,870","12,114","529,426","466,979","303,718","8,715","8,000","2,310","499,210","317,220","70,995","181,844","161,085","63,030","3,286,967","2,275,327","573,550"
,,"±6,482","±8,602","±11,395","±13,640","±7,577","±8,061","±13,429","±17,706","±31,174","±28,203","±17,037","±24,653","±19,336","±24,414","±25,147",,"±16,562","±23,262","±20,193","±3,347","±10,949","±17,375","±8,276","±9,403","±13,137","±4,629","±4,148","±2,275","±5,185","±6,046","±7,806","±1,610","±1,694",±849,"±14,971","±12,938","±5,689","±9,365","±9,171","±4,812","±4,471","±17,936","±13,676"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.3%,30.9%,45.6%,11.2%,(X),7.4%,7.4%,24.5%,21.6%,8.0%,20.5%,10.6%,85.2%,31.1%,,(X),85.2%,31.0%,(X),94.6%,38.9%,(X),91.7%,27.5%,(X),85.6%,23.6%,(X),88.2%,57.4%,(X),91.8%,26.5%,(X),63.5%,14.2%,(X),88.6%,34.7%,(X),69.2%,17.4%
,,(X),±0.6,±0.8,±1.0,±0.5,(X),±0.1,±0.2,±0.3,±0.3,±0.2,±0.3,±0.2,±0.2,±0.3,,(X),±0.2,±0.3,(X),±0.2,±0.4,(X),±0.6,±1.0,(X),±2.7,±3.9,(X),±1.0,±1.5,(X),±4.9,±8.1,(X),±1.5,±1.1,(X),±1.5,±2.0,(X),±0.5,±0.4
Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"364,058","38,891","120,041","179,473","25,653","1,911,592","46,767","86,293","442,206","486,888","184,777","448,109","216,552","1,778,532","664,661",,"1,694,118","1,600,594","605,933","1,540,298","1,479,904","579,792","19,937","17,196","3,477","20,630","16,902","2,415","52,276","47,201","28,736","16,930","15,386","2,606","70,693","46,594","8,460","37,008","34,659","13,034","233,666","174,694","36,557"
,,"±2,491","±3,286","±5,934","±6,229","±2,894","±2,475","±4,195","±4,744","±12,170","±10,715","±6,297","±11,721","±6,568","±6,038","±13,951",,"±6,361","±7,319","±12,545","±1,255","±4,603","±11,879","±1,753","±2,212",±943,"±1,991","±1,860",±962,"±2,300","±2,425","±2,594","±1,702","±1,671",±973,"±6,200","±5,421","±1,626","±4,203","±3,969","±2,435","±1,831","±4,224","±3,709"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),10.7%,33.0%,49.3%,7.0%,(X),2.4%,4.5%,23.1%,25.5%,9.7%,23.4%,11.3%,93.0%,34.8%,,(X),94.5%,35.8%,(X),96.1%,37.6%,(X),86.3%,17.4%,(X),81.9%,11.7%,(X),90.3%,55.0%,(X),90.9%,15.4%,(X),65.9%,12.0%,(X),93.7%,35.2%,(X),74.8%,15.6%
,,(X),±0.9,±1.6,±1.7,±0.8,(X),±0.2,±0.2,±0.6,±0.6,±0.3,±0.6,±0.3,±0.3,±0.7,,(X),±0.3,±0.8,(X),±0.3,±0.8,(X),±8.2,±5.2,(X),±3.5,±4.2,(X),±2.3,±4.7,(X),±3.0,±5.3,(X),±4.3,±2.3,(X),±2.0,±5.3,(X),±1.7,±1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"185,286","22,700","67,924","88,129","6,533","949,043","24,164","44,780","216,579","232,133","81,110","222,158","128,119","880,099","350,277",,"837,240","789,094","320,871","763,032","731,148","308,479","11,561","9,829","2,030","10,851","8,764","1,333","23,399","21,420","12,702","8,492","7,984","1,627","37,381","23,899","4,495","20,119","19,109","7,219","117,612","86,798","18,218"
,,"±1,734","±2,697","±4,277","±4,495","±1,273","±2,600","±2,870","±3,424","±8,015","±8,001","±4,206","±7,075","±5,399","±4,927","±9,154",,"±3,798","±5,188","±8,208",±882,"±3,345","±8,067","±1,324","±1,467",±829,"±1,498","±1,375",±698,"±1,616","±1,682","±1,530","±1,201","±1,334",±760,"±3,355","±3,015","±1,199","±2,628","±2,609","±1,689","±1,769","±3,155","±2,172"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.3%,36.7%,47.6%,3.5%,(X),2.5%,4.7%,22.8%,24.5%,8.5%,23.4%,13.5%,92.7%,36.9%,,(X),94.2%,38.3%,(X),95.8%,40.4%,(X),85.0%,17.6%,(X),80.8%,12.3%,(X),91.5%,54.3%,(X),94.0%,19.2%,(X),63.9%,12.0%,(X),95.0%,35.9%,(X),73.8%,15.5%
,,(X),±1.4,±2.3,±2.3,±0.7,(X),±0.3,±0.4,±0.8,±0.8,±0.4,±0.7,±0.6,±0.4,±0.9,,(X),±0.5,±1.0,(X),±0.4,±1.1,(X),±11.5,±7.2,(X),±4.9,±5.9,(X),±2.6,±5.8,(X),±5.5,±7.8,(X),±5.1,±3.1,(X),±2.2,±7.0,(X),±2.3,±1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"178,772","16,191","52,117","91,344","19,120","962,549","22,603","41,513","225,627","254,755","103,667","225,951","88,433","898,433","314,384",,"856,878","811,500","285,062","777,266","748,756","271,313","8,376","7,367","1,447","9,779","8,138","1,082","28,877","25,781","16,034","8,438","7,402",979,"33,312","22,695","3,965","16,889","15,550","5,815","116,054","87,896","18,339"
,,"±2,072","±2,226","±3,823","±4,181","±2,600","±2,047","±2,451","±2,842","±7,598","±7,429","±5,013","±7,974","±3,881","±3,599","±7,874",,"±3,702","±4,308","±7,622",±875,"±2,621","±6,991","±1,153","±1,409",±541,"±1,236","±1,190",±526,"±1,235","±1,464","±1,587","±1,336","±1,134",±538,"±3,731","±3,227","±1,112","±2,451","±2,195","±1,326","±1,204","±2,345","±2,556"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),9.1%,29.2%,51.1%,10.7%,(X),2.3%,4.3%,23.4%,26.5%,10.8%,23.5%,9.2%,93.3%,32.7%,,(X),94.7%,33.3%,(X),96.3%,34.9%,(X),88.0%,17.3%,(X),83.2%,11.1%,(X),89.3%,55.5%,(X),87.7%,11.6%,(X),68.1%,11.9%,(X),92.1%,34.4%,(X),75.7%,15.8%
